Filename,Severity,Folder,Description
"nacos-authentication-bypass.yaml","critical","misconfiguration/nacos-authentication-bypass.yaml","The authentication function of Nacos is can be bypass through default JWT secret. "
"unauthenticated-prtg.yaml","high","misconfiguration/unauthenticated-prtg.yaml","PRTG Traffic Grapher was able to be accessed with no authentication requirements in place."
"sap-directory-listing.yaml","medium","misconfiguration/sap/sap-directory-listing.yaml","SAP Directory Listing is enabled."
"sap-netweaver-info-leak.yaml","medium","misconfiguration/sap/sap-netweaver-info-leak.yaml","Detection of SAP NetWeaver ABAP Webserver /public/info page"
"sonarqube-projects-disclosure.yaml","medium","misconfiguration/sonarqube-projects-disclosure.yaml","Information leakage vulnerability in an interface of SonarQube, you can download the source code through the tool. "
"unauthorized-plastic-scm.yaml","critical","misconfiguration/unauthorized-plastic-scm.yaml","A Plastic Admin console was discovered."
"filebrowser-unauth.yaml","medium","misconfiguration/filebrowser-unauth.yaml","File Browser dashboard is exposed."
"sql-server-report-viewer.yaml","high","misconfiguration/sql-server-report-viewer.yaml","SQL Server ReportViewer page exposed."
"hikvision-env.yaml","high","misconfiguration/hikvision-env.yaml","The HIKVISION comprehensive security management platform has information leakage vulnerabilities, through which attackers can obtain sensitive information such as environment env for further attacks "
"exposed-jquery-file-upload.yaml","critical","misconfiguration/exposed-jquery-file-upload.yaml","BlueImp jQuery-File-Upload does not require validation to upload files to the server and does not exclude file types, which can lead to a remote code execution vulnerability."
"php-fpm-status.yaml","unknown","misconfiguration/php-fpm-status.yaml",""
"osticket-install.yaml","critical","exposed-panels/osticket/osticket-install.yaml","osTicket installer panel was detected."
 ""exposed-panels/hyperplanning-panel.yaml","HYPERPLANNING products was detected.
"kubernetes-web-view.yaml","medium","exposed-panels/kubernetes-web-view.yaml","Kubernetes local cluster web view panel discovered."
 ""exposed-panels/ivanti-traffic-manager-panel.yaml","An Ivanti Traffic Manager Login Panel was detected.
"beego-admin-dashboard.yaml","medium","exposed-panels/beego-admin-dashboard.yaml","Beego Admin Dashboard panel was detected."
 ""exposed-panels/metube-panel.yaml","A MeTube instance was detected.
"dzzoffice-install.yaml","high","exposed-panels/dzzoffice/dzzoffice-install.yaml","DzzOffice installation panel was detected."
"nsq-admin-panel.yaml","medium","exposed-panels/nsq-admin-panel.yaml","NSQ admin panel was detected."
"tautulli-unauth.yaml","medium","exposed-panels/unauth/tautulli-unauth.yaml",""
"grails-database-admin-console.yaml","medium","exposed-panels/grails-database-admin-console.yaml","Grails Admin Console panel was detected."
 ""exposed-panels/photoprism-panel.yaml","PhotoPrism Panel was Detected
 ""exposed-panels/wildix-collaboration-panel.yaml","Wildix Collaboration login panel was detected.
"crontab-ui.yaml","high","exposed-panels/crontab-ui.yaml",""
"sidekiq-dashboard.yaml","medium","exposed-panels/sidekiq-dashboard.yaml","Sidekiq Dashboard panel was detected."
"wiren-board-webui.yaml","medium","exposed-panels/wiren-board-webui.yaml","Wiren Board WebUI panel was detected."
 ""exposed-panels/vince-panel.yaml","Vince products was detected.
"tailon-panel.yaml","unknown","exposed-panels/tailon-panel.yaml",""
"adiscon-loganalyzer.yaml","high","exposed-panels/adiscon-loganalyzer.yaml","Adiscon LogAnalyzer was discovered. Adiscon LogAnalyzer is a web interface to syslog and other network event data. It provides easy browsing and analysis of real-time network events and reporting services."
"concrete5-install.yaml","critical","exposed-panels/concrete5/concrete5-install.yaml","A Concrete5 installation panel was discovered."
 ""exposed-panels/ivanti-csa-panel.yaml","An Ivanti Cloud Services Appliance panel was detected.
 ""exposed-panels/akuiteo-panel.yaml","Akuiteo products was detected.
 ""exposed-panels/veritas-netbackup-panel.yaml","A Veritas NetBackup OpsCenter Analytics page was detected.
"goodjob-dashboard.yaml","medium","exposed-panels/goodjob-dashboard.yaml","Rails GoodJob Dashboard panel was detected. "
 ""exposed-panels/pronote-panel.yaml","PRONOTE products was detected.
"eos-http-browser.yaml","medium","exposed-panels/eos-http-browser.yaml",""
 ""exposed-panels/lorex-panel.yaml","A lorex panel was detected.
"compalex-panel-detect.yaml","medium","exposed-panels/compalex-panel-detect.yaml",""
 ""exposed-panels/vmware-aria-panel.yaml","Detects VMware Aria Operations Panel.
"mybb-forum-install.yaml","high","exposed-panels/mybb/mybb-forum-install.yaml","MyBB installation panel was detected."
","exposed-panels/blue-yonder-panel.yaml","Blue Yonder login panel was discovered
","exposed-panels/procore-panel.yaml",""
"config-json.yaml","medium","exposures/configs/config-json.yaml","Multiple configuration files were detected."
"exposed-sharepoint-list.yaml","medium","exposures/configs/exposed-sharepoint-list.yaml","Sharepoint list was detected because of improper configuration. An anonymous user can access SharePoint Web Services."
"htpasswd-detection.yaml","high","exposures/configs/htpasswd-detection.yaml","Apache htpasswd configuration was detected."
"ruijie-information-disclosure.yaml","high","exposures/configs/ruijie-information-disclosure.yaml","Ruijie login panel was detected and leaks authentication credentials."
"collibra-properties.yaml","high","exposures/configs/collibra-properties.yaml","Detected exposed Collibra Properties."
"websheets-config.yaml","high","exposures/configs/websheets-config.yaml","Websheets configuration file was detected."
"parameters-config.yaml","high","exposures/configs/parameters-config.yaml","Parameters.yml was discovered."
"ssh-authorized-keys.yaml","medium","exposures/configs/ssh-authorized-keys.yaml","SSH authorized keys file was detected."
"amazon-docker-config.yaml","medium","exposures/configs/amazon-docker-config.yaml","Dockerrun AWS configuration page was detected."
"s3cfg-config.yaml","high","exposures/configs/s3cfg-config.yaml","S3CFG configuration file was detected."
"hikvision-info-leak.yaml","medium","exposures/configs/hikvision-info-leak.yaml","Hikvision configuration file was detected."
"hp-ilo-serial-key-disclosure.yaml","medium","exposures/configs/hp-ilo-serial-key-disclosure.yaml","HP iLO serial key was detected."
"git-config.yaml","medium","exposures/configs/git-config.yaml","Git configuration was detected via the pattern /.git/config and log file on passed URLs."
"detect-drone-config.yaml","high","exposures/configs/detect-drone-config.yaml","Drone configuration was discovered."
"ftp-credentials-exposure.yaml","high","exposures/configs/ftp-credentials-exposure.yaml","FTP credentials were detected."
"exposed-vscode.yaml","medium","exposures/configs/exposed-vscode.yaml","Visual Studio Code directories were detected."
"lvmeng-uts-disclosure.yaml","high","exposures/configs/lvmeng-uts-disclosure.yaml","Lvmeng UTS was discovered."
"ansible-config-disclosure.yaml","medium","exposures/configs/ansible-config-disclosure.yaml","Ansible configuration page was detected."
"symfony-profiler.yaml","high","exposures/configs/symfony-profiler.yaml","Symfony profiler was detected."
"cakephp-config.yaml","medium","exposures/configs/cakephp-config.yaml","CakePHP configuration file was detected."
"wpconfig-aws-keys.yaml","high","exposures/configs/wpconfig-aws-keys.yaml","AWS S3 keys are exposed."
"circleci-config.yaml","medium","exposures/configs/circleci-config.yaml","CircleCI config.yml file was detected."
"symfony-database-config.yaml","high","exposures/configs/symfony-database-config.yaml","Symfony database configuration file was detected and may contain database credentials."
"netrc.yaml","high","exposures/configs/netrc.yaml","Netrc configuration file was discovered."
"phalcon-framework-source.yaml","high","exposures/configs/phalcon-framework-source.yaml","Phalcon Framework source code was discovered."
"coremail-config-disclosure.yaml","high","exposures/configs/coremail-config-disclosure.yaml","Coremail configuration information was discovered."
"nagios-status-page.yaml","medium","exposures/configs/nagios-status-page.yaml","Nagios current status page was detected."
"apache-pinot-config.yaml","medium","exposures/configs/apache-pinot-config.yaml","Detects if path Appconfigs of Apache Pinot web application is exposed, getting internal information about the configuration made. "
"sftp-deployment-config.yaml","high","exposures/configs/sftp-deployment-config.yaml","Atom SFTP deployment configuration file was detected. File contains server details and credentials. "
"rails-database-config.yaml","high","exposures/configs/rails-database-config.yaml","Ruby on Rails database configuration file was detected, which may contain database credentials."
"sphinxsearch-config.yaml","high","exposures/configs/sphinxsearch-config.yaml","sphinx.conf file contains SQL credentials and is publicly accessible."
"kubernetes-kustomization-disclosure.yaml","medium","exposures/configs/kubernetes-kustomization-disclosure.yaml","Kubernetes Kustomize configuration was detected."
"esmtprc-config.yaml","high","exposures/configs/esmtprc-config.yaml","eSMTP configuration was discovered."
"dockerfile-hidden-disclosure.yaml","medium","exposures/configs/dockerfile-hidden-disclosure.yaml","Dockerfile was detected."
"neo4j-neodash-config.yaml","medium","exposures/configs/neo4j-neodash-config.yaml","Detects the file config.json from Neo4j Neodash web application, it contains information about DB connection with Neo4J. "
"msmtp-config.yaml","high","exposures/configs/msmtp-config.yaml","Msmtp configuration was discovered."
"deployment-ini.yaml","medium","exposures/configs/deployment-ini.yaml","Config file for FTP deployment utility usually contains server's FTP credentials in plain text. "
"perl-status.yaml","medium","exposures/configs/perl-status.yaml","Apache mod_perl status page was detected."
"phinx-config.yaml","medium","exposures/configs/phinx-config.yaml","Phinx configuration file was exposed."
"circleci-ssh-config.yaml","medium","exposures/configs/circleci-ssh-config.yaml","CircleCI ssh-config file was detected."
"airflow-configuration-exposure.yaml","medium","exposures/configs/airflow-configuration-exposure.yaml","Apache Airflow configuration page was detected."
"oracle-cgi-printenv.yaml","medium","exposures/configs/oracle-cgi-printenv.yaml","Oracle CGI printenv component is susceptible to an information disclosure vulnerability."
"aws-credentials.yaml","high","exposures/configs/aws-credentials.yaml","AWS credentials found via /.aws/credentials endpoint."
"ventrilo-config.yaml","high","exposures/configs/ventrilo-config.yaml","Ventrilo configuration file was detected, The file discloses the application's Adminpassword and Password. "
"aws-config.yaml","medium","exposures/configs/aws-config.yaml","AWS config found via /.aws/config."
"firebase-config-exposure.yaml","medium","exposures/configs/firebase-config-exposure.yaml","Firebase configuration file was detected."
"config-rb.yaml","unknown","exposures/configs/config-rb.yaml","Multiple Ruby configuration files were detected."
"robomongo-credential.yaml","high","exposures/configs/robomongo-credential.yaml","A MongoDB credentials file used by RoboMongo was detected. "
"behat-config.yaml","medium","exposures/configs/behat-config.yaml","Behat configuration file was detected."
"appveyor-configuration-file.yaml","medium","exposures/configs/appveyor-configuration-file.yaml","AppVeyor configuration page was detected."
"kyan-credential-exposure.yaml","medium","exposures/configs/kyan-credential-exposure.yaml","Kyan Network login panel was detected. Password and other credential theft is possible via accessing this panel."
"oracle-ebs-credentials.yaml","high","exposures/configs/oracle-ebs-credentials.yaml","Oracle E-Business System credentials page was detected."
"config-properties.yaml","high","exposures/configs/config-properties.yaml","Config Properties were exposed."
"magento-config-disclosure.yaml","high","exposures/configs/magento-config-disclosure.yaml","Magento configuration panel was detected. Misconfigured instances of Magento may disclose usernames, passwords, and database configurations via /app/etc/local.xml. "
"appspec-yml-disclosure.yaml","medium","exposures/configs/appspec-yml-disclosure.yaml","Appspec YML and YAML files are susceptible to information disclosure."
"sftp-credentials-exposure.yaml","high","exposures/configs/sftp-credentials-exposure.yaml","SFTP configuration file was detected."
"plesk-stat.yaml","medium","exposures/configs/plesk-stat.yaml","Webalizer log analyzer configuration was detected."
"filestash-admin-config.yaml","high","exposures/configs/filestash-admin-config.yaml","Filestash is susceptible to the Admin Password Configuration page exposure due to misconfiguration. "
"qdpm-info-leak.yaml","high","exposures/configs/qdpm-info-leak.yaml","qdPM 9.2 database credentials were discovered."
"exposed-svn.yaml","medium","exposures/configs/exposed-svn.yaml","SVN configuration was detected."
"apache-config.yaml","medium","exposures/configs/apache-config.yaml","Apache configuration file was detected."
"configuration-listing.yaml","medium","exposures/configs/configuration-listing.yaml","Listing of sensitive configuration files containing items such as usernames, passwords, and IP addresses was detected."
"server-private-keys.yaml","high","exposures/configs/server-private-keys.yaml","Private SSL, SSH, TLS, and JWT keys were detected."
"redis-config.yaml","medium","exposures/configs/redis-config.yaml","Redis configuration file was detected."
"prometheus-metrics.yaml","medium","exposures/configs/prometheus-metrics.yaml","Prometheus metrics page was detected."
"laravel-env.yaml","high","exposures/configs/laravel-env.yaml","A Laravel .env file was discovered, which stores sensitive information like database credentials and tokens. It should not be publicly accessible. "
"zend-config-file.yaml","high","exposures/configs/zend-config-file.yaml","Zend configuration file was exposed."
"cgi-printenv.yaml","medium","exposures/configs/cgi-printenv.yaml","Test CGI script was detected. Response page returned by this CGI script exposes a list of server environment variables."
"exposed-hg.yaml","medium","exposures/configs/exposed-hg.yaml","HG configuration was detected."
"ruijie-nbr1300g-exposure.yaml","high","exposures/configs/ruijie-nbr1300g-exposure.yaml","Ruijie NBR1300G CLI password leak vulnerability was detected."
"git-config-nginxoffbyslash.yaml","medium","exposures/configs/git-config-nginxoffbyslash.yaml","Nginx is vulnerable to git configuration exposure."
"git-credentials-disclosure.yaml","medium","exposures/configs/git-credentials-disclosure.yaml","Git credentials were detected."
"dbeaver-credentials.yaml","medium","exposures/configs/dbeaver-credentials.yaml","DBeaver credentials were discovered."
"docker-compose-config.yaml","medium","exposures/configs/docker-compose-config.yaml","Multiple Docker Compose configuration files were detected. The configuration allows deploy, combine and configure operations on multiple containers at the same time. The default is to outsource each process to its own container, which is then publicly accessible."
"opcache-status-exposure.yaml","medium","exposures/configs/opcache-status-exposure.yaml","OPcache status page was detected."
"xprober-service.yaml","medium","exposures/configs/xprober-service.yaml","X Prober Server information disclosure was detected."
"dockercfg-config.yaml","high","exposures/configs/dockercfg-config.yaml","Docker registry authentication data"
"karma-config-js.yaml","medium","exposures/configs/karma-config-js.yaml","Karma configuration file was detected."
"codeigniter-env.yaml","high","exposures/configs/codeigniter-env.yaml","Codeigniter .env file was discovered."
"accueil-wampserver.yaml","medium","exposures/configs/accueil-wampserver.yaml","Accueil WAMPSERVER configuration page was detected."
"github-workflows-disclosure.yaml","medium","exposures/configs/github-workflows-disclosure.yaml","Github Workflow was exposed."
"oracle-ebs-sqllog-disclosure.yaml","medium","exposures/logs/oracle-ebs-sqllog-disclosure.yaml","An Oracle EBS SQL log was discovered."
"git-exposure.yaml","medium","exposures/logs/git-exposure.yaml","Git Metadata Directory exposed."
"yii-error-page.yaml","unknown","exposures/logs/yii-error-page.yaml","Yii (An application framework to handle and manage errors) error page detected."
"milesight-system-log.yaml","high","exposures/logs/milesight-system-log.yaml","A critical security vulnerability has been identified in Milesight Industrial Cellular Routers, compromising the security discovered that it was publicly disclosing system logs, which included internal information. "
"clockwork-php-page.yaml","high","exposures/logs/clockwork-php-page.yaml","Clockwork php page was exposed, which allows admins to profile and debug the application, view database queries, HTTP requests, and other details right from the browser's developer tools. "
"darkstat-detect.yaml","high","exposures/logs/darkstat-detect.yaml","Darkstat captures network traffic, calculates statistics about usage, and serves reports over HTTP"
"roundcube-log-disclosure.yaml","medium","exposures/logs/roundcube-log-disclosure.yaml","Roundcube Log file was disclosed."
"squid-analysis-report-generator.yaml","high","exposures/logs/squid-analysis-report-generator.yaml","SARG is an open source tool that allows you to analyse the squid log files and generates beautiful reports in HTML format with information about users, IP addresses, top accessed sites, total bandwidth usage, elapsed time, downloads, access denied websites, daily reports, weekly reports and monthly reports."
"laravel-telescope.yaml","medium","exposures/logs/laravel-telescope.yaml","Telescope provides insight into the requests coming into your application, exceptions, log entries, database queries, queued jobs, mail, notifications, cache operations, scheduled tasks, variable dumps, and more."
"laravel-log-file.yaml","high","exposures/logs/laravel-log-file.yaml","The log file of this Laravel web app might reveal details on the inner workings of the app, possibly even tokens, credentials or personal information."
"rails-debug-mode.yaml","medium","exposures/logs/rails-debug-mode.yaml","Rails debug mode is enabled."
"jboss-seam-debug-page.yaml","medium","exposures/logs/jboss-seam-debug-page.yaml","Jboss Seam Debug Page was exposed."
"elmah-log-file.yaml","high","exposures/logs/elmah-log-file.yaml","ELMAH (Error Logging Modules and Handlers) is an application-wide error logging facility that is completely pluggable. It can be dynamically added to a running ASP.NET web application, or even all ASP.NET web applications on a machine, without any need for re-compilation or re-deployment. In some cases, the logs expose ASPXAUTH cookies allowing to hijack a logged in administrator session. "
"teampass-ldap.yaml","medium","exposures/logs/teampass-ldap.yaml","Teampass ldap.debug.txt config was detected. This file is generated on /files/ldap.debug.txt for versions earlier than 3.0.0.0 when utilizing the Test current configuration in LDAP settings. "
"pyramid-debug-toolbar.yaml","medium","exposures/logs/pyramid-debug-toolbar.yaml","Pyramid Debug Toolbar provides a debug toolbar useful while you are developing your Pyramid application."
"redv-super-logs.yaml","medium","exposures/logs/redv-super-logs.yaml","The application is vulnerable to sensitive information disclosure vulnerability. An unauthenticated attacker can visit several endpoints and disclose the webserver's log file list containing sensitive system resources and debug log information running on the device. "
"nginx-shards.yaml","medium","exposures/logs/nginx-shards.yaml","NGINX internal information, shards page exposed."
"dozzle-container-logs.yaml","medium","exposures/logs/dozzle-container-logs.yaml","Dozzle is a small lightweight application with a web based interface to monitor Docker logs. It doesn’t store any log files. It is for live monitoring of your container logs only."
"django-debug-exposure.yaml","high","exposures/logs/django-debug-exposure.yaml","Django debug mode enabled exposes internal information."
"filezilla.yaml","medium","exposures/files/filezilla.yaml","Filezilla internal file is exposed."
"generic-db.yaml","high","exposures/files/generic-db.yaml","This is collection of some web frameworks recommendation or default configuration for SQLite database file location. If this file is publicly accessible due to server misconfiguration, it could result in application data leak including users sensitive data, password hashes etc. "
"environment-rb.yaml","medium","exposures/files/environment-rb.yaml","Ruby environment file is exposed."
"svn-wc-db.yaml","medium","exposures/files/svn-wc-db.yaml","SVN wc.db file is exposed."
"php-user-ini-disclosure.yaml","medium","exposures/files/php-user-ini-disclosure.yaml","PHP user.ini file is exposed."
"rails-secret-token-disclosure.yaml","medium","exposures/files/rails-secret-token-disclosure.yaml","Ruby on Rals Secret Token file is exposed."
"azuredeploy-json.yaml","medium","exposures/files/azuredeploy-json.yaml","Azure Resource Manager deploy file is disclosed."
"gitlab-ci-yml.yaml","medium","exposures/files/gitlab-ci-yml.yaml","The gitlab-ci.yml file, used for configuring CI/CD pipelines in GitLab, has been found exposed. This file contains crucial details about the build, test, and deployment processes, and may include sensitive information such as API keys, tokens, environment variables, and other credentials. "
"openstack-user-secrets.yaml","high","exposures/files/openstack-user-secrets.yaml","Internal user_secrets.yml file is exposed in OpenStack."
"atom-sync-remote.yaml","high","exposures/files/atom-sync-remote.yaml","It discloses username and password created by remote-sync for Atom, contains FTP and/or SCP/SFTP/SSH server details and credentials "
"kubernetes-etcd-keys.yaml","medium","exposures/files/kubernetes-etcd-keys.yaml","Kubernetes private etcd keys are exposed."
"ht-deployment.yaml","medium","exposures/files/ht-deployment.yaml","FTP Deployment cache file that contains whole files structure with paths to potentially sensitive files. "
"gcloud-access-token.yaml","medium","exposures/files/gcloud-access-token.yaml","Internal Google Cloud access tokens are exposed."
"core-dump.yaml","medium","exposures/files/core-dump.yaml","Exposed Core Dump internal file is disclosed."
"ioncube-loader-wizard.yaml","medium","exposures/files/ioncube-loader-wizard.yaml","An ioncube Loader Wizard was discovered."
"google-api-private-key.yaml","medium","exposures/files/google-api-private-key.yaml","Google API private keys are exposed in files."
"service-account-credentials.yaml","medium","exposures/files/service-account-credentials.yaml","Service Account Credentials internal file is exposed."
"ftpconfig.yaml","high","exposures/files/ftpconfig.yaml","Created by remote-ssh for Atom, contains SFTP/SSH server details and credentials"
"sendgrid-env.yaml","medium","exposures/files/sendgrid-env.yaml","SendGrid file is exposed containing environment variables."
"socks5-vpn-config.yaml","high","exposures/files/socks5-vpn-config.yaml","Information Leakage in the Socks5 VPN login system of Wheilton e-Ditong, and the administrator account password can be obtained by visiting a specially crafted URL. "
"php-cs-cache.yaml","medium","exposures/files/php-cs-cache.yaml","PHP CS fixer cache internal file is disclosed."
"exposed-pki-cert.yaml","high","exposures/files/exposed-pki-cert.yaml","Detects exposed internal PKI infrastructure including CRL distribution points and OCSP responders "
"credentials-json.yaml","medium","exposures/files/credentials-json.yaml","Internal secret file is exposed."
"exposed-alps-spring.yaml","medium","exposures/files/exposed-alps-spring.yaml","Exposed Spring Data profile semantics is exposed."
"putty-private-key-disclosure.yaml","medium","exposures/files/putty-private-key-disclosure.yaml","Putty internal user key file is exposed."
"secret-token-rb.yaml","medium","exposures/files/secret-token-rb.yaml","Ruby Secret token is exposed."
"reactapp-env-js.yaml","unknown","exposures/files/reactapp-env-js.yaml",""
"gcloud-credentials.yaml","medium","exposures/files/gcloud-credentials.yaml","Google Cloud Crdentials file is exposed."
"sensitive-storage-exposure.yaml","medium","exposures/files/sensitive-storage-exposure.yaml","A generic search for 'storage' in sensitive key files, file names, logs, etc., returned a match."
"db-xml-file.yaml","medium","exposures/files/db-xml-file.yaml","db.xml file was detected."
"redmine-config.yaml","high","exposures/files/redmine-config.yaml","Redmine configuration file was detected."
"travis-ci-disclosure.yaml","high","exposures/files/travis-ci-disclosure.yaml","Travis CI is a Software as a Service (SaaS) based continuous integration service used to build and test software projects. By defining a configuration file named `.travis.yml` in their source code repositories, developers can customize their applications build workflows. "
"auth-json.yaml","high","exposures/files/auth-json.yaml","auth.json file is exposed."
"joomla-file-listing.yaml","medium","exposures/files/joomla-file-listing.yaml","A Joomla! database directory /libraries/joomla/database/ was found exposed and has directory indexing enabled."
"azure-pipelines-exposed.yaml","medium","exposures/files/azure-pipelines-exposed.yaml","Azure Pipelines internal critical file is disclosed."
"lazy-file.yaml","medium","exposures/files/lazy-file.yaml","lfm.php file in exposed in Lazy File Manager."
"docker-cloud.yaml","medium","exposures/files/docker-cloud.yaml","Docker cloud internal yaml file is exposed."
"cloud-config.yaml","medium","exposures/files/cloud-config.yaml","Cloud Config file is exposed."
"secrets-file.yaml","high","exposures/files/secrets-file.yaml","Ruby on Rails internal secret file is exposed."
"salesforce-credentials.yaml","high","exposures/files/salesforce-credentials.yaml","Salesforce credentials information was detected."
"vscode-sftp.yaml","high","exposures/files/vscode-sftp.yaml","It discloses sensitive files created by vscode-sftp for VSCode, contains SFTP/SSH server details and credentials. "
"appsettings-file-disclosure.yaml","high","exposures/files/appsettings-file-disclosure.yaml","appsetting.json file discloses the DB connection strings containing sensitive information. "
"django-secret-key.yaml","high","exposures/files/django-secret-key.yaml","The Django settings.py file containing a secret key was discovered. An attacker may use the secret key to bypass many security mechanisms and potentially obtain other sensitive configuration information (such as database password) from the settings file. "
"gitlab-personal-token.yaml","high","exposures/tokens/gitlab/gitlab-personal-token.yaml",""
"telegram-bot-token.yaml","high","exposures/tokens/telegram/telegram-bot-token.yaml",""
"aws-access-secret-key.yaml","unknown","exposures/tokens/amazon/aws-access-secret-key.yaml",""
"mapbox-token-disclosure.yaml","medium","exposures/tokens/mapbox/mapbox-token-disclosure.yaml","Mapbox secret token is exposed to external users."
"fcm-server-key.yaml","high","exposures/tokens/google/fcm-server-key.yaml","FCM Server Key is leaked."
"github-personal-access.yaml","high","exposures/tokens/github/github-personal-access.yaml",""
"square-access.yaml","high","exposures/tokens/square/square-access.yaml",""
"stripe-secret-key.yaml","high","exposures/tokens/stripe/stripe-secret-key.yaml",""
"razorpay-clientid-disclosure.yaml","high","exposures/tokens/razorpay/razorpay-clientid-disclosure.yaml","Razorpay Client ID is exposed to external users."
"stackhawk-api.yaml","high","exposures/tokens/stackhawk/stackhawk-api.yaml",""
"credentials-disclosure.yaml","unknown","exposures/tokens/generic/credentials-disclosure.yaml","Look for keys/tokens/passwords in HTTP responses, exposed keys/tokens/secrets requires manual verification for impact evaluation."
"jdbc-connection-string.yaml","unknown","exposures/tokens/generic/jdbc-connection-string.yaml",""
"general-tokens.yaml","unknown","exposures/tokens/generic/general-tokens.yaml",""
"jwt-token.yaml","unknown","exposures/tokens/generic/jwt-token.yaml",""
"shoppable-token.yaml","unknown","exposures/tokens/generic/shoppable-token.yaml",""
"npm-access-token.yaml","high","exposures/tokens/npm/npm-access-token.yaml",""
"axiom-digitalocean-key-exposure.yaml","critical","exposures/tokens/digitalocean/axiom-digitalocean-key-exposure.yaml","Axiom is a dynamic infrastructure framework to efficiently work with multi-cloud environments."
"tugboat-config-exposure.yaml","critical","exposures/tokens/digitalocean/tugboat-config-exposure.yaml","A Tugboat configuration file was discovered. Tugboat is a command line tool for interacting with DigitalOcean droplets."
"slack-user-token.yaml","high","exposures/tokens/slack/slack-user-token.yaml",""
"slack-bot-token.yaml","high","exposures/tokens/slack/slack-bot-token.yaml",""
"rubygems-api-key.yaml","high","exposures/tokens/ruby/rubygems-api-key.yaml",""
"zenserp-api-key.yaml","high","exposures/tokens/zenserp/zenserp-api-key.yaml",""
"zenscrape-api-key.yaml","high","exposures/tokens/zenserp/zenscrape-api-key.yaml",""
"sonarqube-cloud-token.yaml","high","exposures/tokens/sonarqube/sonarqube-cloud-token.yaml",""
 ""exposures/backups/sql-server-dump.yaml","A SQL Server dump file was found
"zip-backup-files.yaml","medium","exposures/backups/zip-backup-files.yaml","Multiple compressed backup files were detected."
"settings-php-files.yaml","medium","exposures/backups/settings-php-files.yaml","settings.php source code was detected via backup files."
"php-backup-files.yaml","medium","exposures/backups/php-backup-files.yaml","PHP Source File is disclosed to external users."
"froxlor-database-backup.yaml","medium","exposures/backups/froxlor-database-backup.yaml","Froxlor Server Management backup file was detected."
"sql-dump.yaml","medium","exposures/backups/sql-dump.yaml","A MySQL dump file was found"
"couchbase-buckets-api.yaml","medium","exposures/apis/couchbase-buckets-api.yaml","Couchbase Buckets REST API without authentication was detected."
"drupal-jsonapi-user-listing.yaml","medium","exposures/apis/drupal-jsonapi-user-listing.yaml","Drupal JSON:API username listing was detected via the /user/user endpoint."
"barco-clickshare-default-login.yaml","high","default-logins/barco-clickshare-default-login.yaml","Barco ClickShare contains a default login vulnerability. Default login password 'admin' was found. "
"kettle-default-login.yaml","medium","default-logins/kettle/kettle-default-login.yaml","Kettle contains a default login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations."
"geoserver-default-login.yaml","high","default-logins/geoserver/geoserver-default-login.yaml","Geoserver default admin credentials were discovered."
"o2oa-default-login.yaml","high","default-logins/o2oa/o2oa-default-login.yaml","O2OA is an open source and free enterprise and team office platform. It provides four major platforms portal management, process management, information management, and data management. It integrates many functions such as work reporting, project collaboration, mobile OA, document sharing, process approval, and data collaboration. Meet various management and collaboration needs of enterprises. "
"gitlab-weak-login.yaml","high","default-logins/gitlab/gitlab-weak-login.yaml","Gitlab default login credentials were discovered."
"smartsense-default-login.yaml","high","default-logins/hortonworks/smartsense-default-login.yaml","HortonWorks SmartSense default admin login information was detected."
"vidyo-default-login.yaml","medium","default-logins/vidyo/vidyo-default-login.yaml","Vidyo default credentials were discovered."
"nexus-default-login.yaml","high","default-logins/nexus/nexus-default-login.yaml","Nexus default admin credentials were discovered."
"nacos-default-login.yaml","high","default-logins/nacos/nacos-default-login.yaml","The default username and password for Nacos are both nacos. "
"wildfly-default-login.yaml","high","default-logins/wildfly/wildfly-default-login.yaml","Wildfly default admin login credentials were successful. "
"nsicg-default-login.yaml","high","default-logins/nsicg/nsicg-default-login.yaml","Netentsec NS-ICG contains a default login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations. "
"ac-weak-login.yaml","high","default-logins/wayos/ac-weak-login.yaml","AC Centralized Management System default login credentials were discovered. "
"webmin-default-login.yaml","high","default-logins/webmin-default-login.yaml","Webmin default login credentials were discovered. "
"ofbiz-default-login.yaml","high","default-logins/ofbiz/ofbiz-default-login.yaml","Apache OfBiz default admin credentials were discovered."
"tplink-wR940n-default-login.yaml","high","default-logins/tplink/tplink-wR940n-default-login.yaml",""
"tplink-r470t-default-login.yaml","high","default-logins/tplink/tplink-r470t-default-login.yaml",""
"rainloop-default-login.yaml","high","default-logins/rainloop/rainloop-default-login.yaml","Rainloop WebMail default admin login credentials were successful."
"tooljet-default-login.yaml","high","default-logins/tooljet/tooljet-default-login.yaml","ToolJet contains a default login vulnerability. An attacker can obtain access to user accounts and access sensitive information, modify data, and/or execute unauthorized operations. "
"idemia-biometrics-default-login.yaml","medium","default-logins/idemia/idemia-biometrics-default-login.yaml","IDEMIA BIOMetrics application default login credentials were discovered. "
"rundeck-default-login.yaml","high","default-logins/rundeck/rundeck-default-login.yaml","Rundeck default login was discovered. "
"jenkins-default.yaml","high","default-logins/jenkins/jenkins-default.yaml","Jenkins default admin login information was discovered."
